"ft_barack_obama_pre","ft_barack_obama_post","ft_mitt_romney_pre","ft_mitt_romney_post","ft_joe_biden_pre","ft_joe_biden_post","ft_paul_ryan_pre","ft_paul_ryan_post","ft_gay"
30,0,60,70,50,0,85,60,0
30,30,70,70,15,30,60,60,0
85,90,15,0,60,85,40,50,85
70,70,60,40,60,60,40,40,50
75,85,70,70,80,85,75,85,70
40,40,60,60,35,45,70,65,50
0,0,70,60,20,40,85,70,50
15,15,60,75,15,0,85,85,15
50,60,15,30,70,75,30,50,15
20,0,85,90,20,15,70,90,0
75,75,30,30,75,75,0,15,50
85,90,15,25,50,65,30,15,85
70,65,12,0,60,50,50,40,50
8,15,30,22,2,0,80,55,NA
86,70,14,39,70,85,10,30,70
45,70,65,65,20,30,75,70,55
85,85,30,15,70,65,40,35,50
75,70,45,55,50,55,50,65,65
0,NA,60,NA,0,NA,60,NA,NA
85,85,30,60,70,60,60,70,85
100,100,0,0,90,95,0,0,70
65,NA,40,NA,60,NA,50,NA,NA
0,0,70,70,0,0,50,70,0
70,NA,50,NA,50,NA,40,NA,NA
80,60,0,0,80,70,0,0,70
100,NA,15,NA,100,NA,15,NA,NA
60,50,0,40,40,40,50,NA,60
12,2,65,40,NA,1,NA,75,0
100,100,0,5,100,5,0,50,100
15,0,85,85,0,0,85,70,70
10,0,85,100,50,10,85,10,0
15,10,85,85,15,10,85,85,50
95,100,14,15,75,70,30,70,85
40,40,85,85,0,30,85,85,50
70,40,85,85,15,15,NA,85,NA
100,100,9,0,100,100,9,0,85
90,100,30,0,70,90,50,0,50
0,2,85,90,15,2,85,85,70
85,100,50,50,70,70,50,50,50
30,60,75,50,15,50,85,80,50
0,NA,85,NA,0,NA,95,NA,NA
55,85,5,15,50,65,5,0,75
0,0,85,85,15,0,100,100,50
85,NA,40,NA,60,NA,50,NA,NA
15,0,70,60,30,0,70,80,0
85,80,40,40,50,70,50,60,70
0,0,70,70,0,50,60,65,50
0,30,85,85,0,30,85,85,15
60,60,15,35,60,65,0,0,75
50,70,50,100,50,50,100,40,50
0,0,85,75,0,0,70,50,50
0,NA,70,NA,0,NA,85,NA,NA
90,95,10,15,60,60,5,0,90
50,0,60,70,40,0,70,85,0
60,60,75,85,55,40,65,55,51
95,85,5,30,95,85,0,15,100
15,15,60,70,15,0,60,40,50
60,40,0,0,35,50,40,50,50
70,NA,0,NA,70,NA,0,NA,NA
15,15,65,60,0,30,90,30,50
100,100,0,0,90,90,40,20,70
95,95,40,30,50,70,1,10,40
100,100,50,100,85,100,50,40,40
100,100,50,30,50,60,50,50,60
15,0,85,100,40,15,100,100,30
50,50,40,40,50,50,30,15,50
30,15,85,95,30,15,70,70,50
68,70,3,3,75,85,1,0,50
100,100,0,0,100,100,0,0,100
85,90,0,15,75,85,0,0,90
60,60,30,30,60,60,15,15,70
15,0,85,70,0,0,85,70,0
15,15,70,75,0,35,60,60,85
85,85,40,15,85,85,30,40,70
100,90,0,5,90,75,0,0,85
74,73,38,39,55,70,50,50,59
0,0,75,70,5,12,95,90,0
100,100,15,15,100,100,0,0,85
100,95,30,30,80,60,30,30,60
30,40,65,55,25,50,50,45,55
5,5,80,85,2,4,90,90,30
15,30,60,50,0,15,85,70,50
70,85,30,30,30,70,30,15,60
70,55,68,45,50,60,60,49,80
0,15,85,70,0,15,70,70,50
1,0,90,100,0,0,85,100,0
70,NA,20,NA,75,NA,15,NA,NA
99,100,15,30,95,90,50,50,50
0,0,85,100,0,0,85,100,100
60,70,30,30,50,65,30,40,50
20,5,90,60,30,10,85,55,80
70,60,0,10,70,60,0,5,50
15,60,100,100,60,50,100,85,50
50,35,30,30,30,34,25,15,40
0,15,100,78,0,15,100,78,50
92,90,15,25,98,90,2,5,70
70,80,40,30,50,65,20,15,80
100,100,0,0,100,100,0,0,100
10,0,85,85,0,0,75,80,50
15,15,95,70,10,15,85,85,30
30,40,60,60,40,40,50,50,40
60,85,15,0,50,70,15,50,65
85,85,20,10,55,70,30,30,75
10,15,60,60,20,15,80,50,5
85,85,50,50,70,85,50,50,85
60,85,60,85,60,85,60,85,85
0,0,85,60,0,0,85,70,60
30,40,85,70,15,40,70,50,0
50,50,85,80,40,50,85,60,30
40,30,60,60,15,5,70,80,50
90,87,0,0,90,76,0,0,30
15,15,85,95,15,10,80,90,10
53,65,45,55,55,60,35,15,55
85,100,40,40,85,100,40,40,100
85,NA,0,NA,70,NA,0,NA,NA
85,100,30,30,70,100,30,15,85
0,0,100,100,0,0,100,85,0
73,45,3,15,15,15,4,4,20
15,15,70,70,0,0,85,85,85
0,0,85,85,70,60,85,60,60
50,40,60,70,50,50,50,70,50
78,79,45,15,85,80,50,60,75
15,30,70,85,15,40,60,75,50
100,100,15,15,85,80,15,50,50
40,30,70,80,30,40,80,75,35
15,40,100,85,15,40,100,80,60
0,15,70,85,15,15,85,90,85
30,30,50,30,50,50,50,50,50
100,90,15,0,90,90,15,15,50
70,NA,15,NA,60,NA,15,NA,NA
40,70,60,70,50,70,40,30,15
10,30,65,60,15,0,95,90,50
100,100,15,30,70,80,15,20,80
85,85,0,30,70,60,15,50,50
0,0,70,75,30,0,85,85,15
22,25,85,85,15,20,90,85,50
70,30,30,70,60,15,0,65,0
85,80,15,15,70,75,10,10,60
60,70,0,30,50,50,0,0,50
1,0,95,90,1,0,95,98,30
80,85,60,75,70,85,60,70,50
0,0,60,60,0,0,85,80,0
85,90,15,40,90,92,15,14,60
35,35,65,65,15,15,80,70,50
85,70,0,0,85,60,0,0,50
40,50,70,80,40,60,70,80,30
85,100,50,45,85,100,50,50,0
40,50,85,70,15,30,70,60,60
0,15,100,100,0,0,100,100,70
80,70,30,0,85,77,50,70,70
40,35,100,95,40,15,85,85,80
0,NA,85,NA,0,NA,100,NA,NA
75,75,25,50,50,75,50,80,80
85,NA,5,NA,80,NA,0,NA,NA
0,0,0,0,0,50,0,0,100
5,0,85,70,10,0,100,85,40
0,0,100,99,0,0,95,98,40
15,30,85,85,40,30,85,85,85
100,90,0,15,85,80,0,0,40
75,90,30,30,50,75,50,55,50
70,70,40,30,60,70,30,20,50
80,55,12,0,50,55,10,0,50
0,0,100,85,0,0,100,85,50
60,40,30,70,70,80,40,50,70
40,NA,30,NA,30,NA,15,NA,NA
0,0,70,70,15,15,100,100,50
85,85,35,30,90,80,30,30,85
85,85,30,15,65,65,60,65,20
0,0,85,70,0,15,90,85,40
70,70,60,40,85,85,75,60,75
64,65,55,55,63,63,49,54,45
85,90,15,15,70,85,0,15,100
85,90,15,15,85,85,15,30,50
70,NA,60,NA,85,NA,50,NA,NA
0,0,85,85,0,0,85,85,0
0,NA,85,NA,0,NA,85,NA,NA
0,0,100,85,15,0,85,100,15
15,NA,70,NA,0,NA,60,NA,NA
40,70,70,85,NA,85,50,NA,50
0,NA,100,NA,15,NA,100,NA,NA
85,85,15,30,90,85,40,40,50
40,40,60,70,30,60,60,50,70
70,75,0,0,60,60,50,50,100
30,40,85,80,20,30,90,98,85
70,70,0,0,50,50,30,50,50
85,100,30,15,70,85,15,0,50
15,25,85,90,0,15,85,100,50
85,70,0,15,85,70,0,15,65
0,15,100,85,15,15,100,85,85
60,70,40,40,70,75,50,50,40
100,100,0,0,100,100,0,30,100
45,60,60,60,50,55,50,50,60
70,70,0,1,70,70,15,5,90
100,100,30,0,50,30,40,65,0
75,60,15,15,60,70,0,0,50
50,60,60,60,60,85,60,60,30
0,15,50,50,0,0,60,50,0
0,0,70,30,15,50,85,70,15
85,NA,30,NA,85,NA,50,NA,NA
85,85,15,30,100,100,15,30,30
15,15,60,50,0,0,70,70,30
15,NA,85,NA,15,NA,85,NA,NA
100,100,0,0,60,65,50,0,85
0,0,0,50,0,30,0,0,0
85,80,10,10,50,25,20,10,70
30,0,85,85,15,0,70,85,60
65,NA,60,NA,45,NA,NA,NA,NA
100,100,15,15,85,70,0,0,85
15,0,100,100,0,0,100,100,0
0,15,85,100,0,15,70,70,50
30,30,70,85,15,40,70,80,50
10,0,70,60,0,0,70,70,45
15,1,95,95,10,3,90,97,35
40,30,75,70,25,20,80,60,0
60,70,50,50,40,50,40,40,0
90,85,30,15,75,80,0,5,50
70,89,40,60,67,70,56,60,70
51,50,15,30,35,30,30,20,50
70,100,15,15,50,60,40,50,30
89,93,30,43,78,86,41,38,68
70,70,15,30,60,50,0,0,50
89,85,50,45,92,85,45,45,50
15,15,85,100,0,0,75,50,30
0,15,85,65,30,30,85,60,30
85,85,40,40,50,50,50,50,70
0,0,85,65,15,0,85,85,15
0,15,85,85,30,40,65,70,85
90,85,0,0,80,80,0,0,30
55,35,20,0,30,35,50,35,85
40,15,60,70,0,0,60,60,70
40,30,85,85,15,30,85,85,20
0,15,70,85,0,40,85,NA,75
60,70,40,30,70,60,30,50,50
60,50,50,50,50,50,50,0,0
0,0,85,85,0,0,60,50,0
0,0,70,60,50,15,50,NA,0
50,30,50,30,15,0,50,0,50
0,0,60,70,0,0,60,60,0
100,100,0,50,70,85,40,50,50
60,NA,70,NA,50,NA,50,NA,NA
0,15,95,100,0,50,85,60,75
70,60,95,80,65,55,50,50,50
50,35,85,70,5,0,75,90,60
5,2,85,87,5,22,50,45,2
0,15,85,70,15,15,60,70,0
86,94,5,5,82,84,2,1,98
60,60,40,15,50,60,30,0,50
10,10,60,40,40,50,50,50,0
0,50,100,90,15,40,100,90,80
98,99,10,1,88,98,2,0,75
0,0,100,95,10,15,90,90,40
15,0,70,70,0,5,85,85,40
100,100,0,0,100,98,0,0,90
85,85,50,50,60,88,40,44,0
0,0,100,80,0,0,100,85,0
100,88,15,15,100,93,15,0,85
0,0,70,60,0,0,100,100,0
85,NA,50,NA,70,NA,50,NA,NA
30,1,50,3,40,2,50,2,50
15,15,100,85,0,15,85,85,30
5,30,70,65,0,40,75,85,75
70,85,60,60,60,70,60,70,70
90,90,0,10,79,NA,20,NA,NA
70,70,0,0,65,75,0,0,90
55,60,50,50,51,40,50,50,15
70,85,50,60,70,60,50,50,50
60,60,50,60,40,30,60,40,50
100,100,0,0,90,100,50,50,15
70,85,60,60,70,60,70,60,60
0,0,50,85,50,0,100,85,0
45,65,60,60,35,45,65,60,85
40,28,40,55,15,14,45,40,50
30,0,60,85,40,50,70,85,50
100,100,0,0,100,100,0,0,70
60,45,15,10,60,30,15,55,0
85,85,30,0,60,70,0,15,85
85,85,15,40,60,70,0,15,50
0,0,100,100,0,0,100,100,50
90,70,20,0,70,50,20,20,30
75,75,0,0,75,75,0,1,50
20,40,70,75,60,60,0,0,15
70,80,60,60,65,70,70,55,60
95,100,0,2,90,75,2,3,99
85,100,60,70,85,95,50,70,0
92,95,20,15,88,82,5,30,78
80,85,50,50,75,65,40,50,3
85,85,10,10,80,80,5,10,50
15,25,70,60,0,30,85,80,50
70,75,60,70,50,50,40,70,60
70,70,10,15,50,70,5,0,50
85,100,40,50,60,85,15,40,60
60,70,50,60,85,60,60,50,50
70,80,30,30,60,100,15,40,60
0,0,0,30,0,0,0,30,0
85,87,15,15,80,85,0,10,70
75,70,45,40,70,70,35,35,85
40,NA,50,NA,40,NA,40,NA,NA
30,15,85,85,40,40,85,100,50
30,50,60,60,0,15,90,80,50
0,0,70,0,0,0,70,90,50
15,0,85,95,10,35,85,90,0
75,85,10,15,90,100,25,25,85
100,100,0,0,85,85,0,50,60
100,85,0,15,100,85,50,50,50
85,70,40,30,70,70,15,15,50
98,99,20,35,65,65,30,50,60
0,0,85,85,0,0,85,100,50
80,90,40,40,60,80,30,0,65
0,0,0,0,0,0,0,0,0
15,0,100,100,30,50,100,85,50
10,30,90,70,15,35,85,50,55
85,85,15,0,100,100,0,0,85
60,65,30,15,70,85,15,30,70
85,50,0,0,100,85,0,0,85
87,87,15,15,92,90,15,5,50
100,NA,0,NA,85,NA,40,NA,NA
20,15,85,90,5,5,90,100,50
100,NA,50,NA,100,NA,50,NA,NA
85,90,0,0,80,88,0,0,95
80,NA,70,NA,30,NA,50,NA,NA
60,100,40,100,70,85,30,40,60
15,NA,85,NA,0,NA,85,NA,NA
0,0,100,100,0,0,99,50,0
10,5,80,85,5,10,90,90,50
55,50,65,70,80,90,60,55,60
10,5,85,90,25,15,70,80,50
40,40,70,65,20,35,80,75,60
100,100,0,15,85,85,15,40,60
0,0,85,70,0,30,100,85,15
35,40,65,60,10,25,70,55,75
85,90,60,0,85,85,40,12,100
100,100,15,15,100,100,0,0,100
30,40,85,85,30,40,60,70,50
100,100,1,1,100,100,1,1,70
10,15,85,60,0,15,85,70,60
0,0,0,0,0,0,0,0,0
30,15,0,0,0,0,0,0,60
100,100,0,40,70,100,25,15,85
40,70,40,70,40,50,30,30,40
15,5,90,85,15,15,85,70,50
0,0,85,90,0,0,90,100,70
5,0,90,100,0,0,95,100,5
80,85,40,30,70,60,50,50,60
40,47,50,40,60,56,40,45,23
15,15,70,70,1,1,85,100,0
100,100,0,0,0,50,50,50,50
85,85,15,0,70,70,0,0,85
100,95,15,15,100,95,70,60,80
0,1,85,85,0,20,75,20,10
0,0,85,85,0,0,90,95,10
30,30,85,70,15,30,85,85,0
15,10,85,50,10,0,90,70,0
0,0,100,100,0,0,100,100,0
70,90,40,30,60,85,50,40,50
80,75,5,5,90,90,5,2,70
70,70,60,60,40,40,50,40,60
0,0,85,70,0,0,85,70,0
5,5,90,93,10,5,90,95,70
100,85,30,40,85,70,0,15,50
30,15,70,85,0,0,85,85,100
0,0,100,100,0,15,100,85,0
70,70,0,0,70,70,0,0,60
80,65,50,50,70,70,60,50,70
70,70,30,40,70,85,50,40,40
15,25,50,50,0,20,50,30,0
0,15,90,70,0,15,95,100,15
90,NA,15,NA,50,NA,20,NA,NA
90,90,35,15,95,75,15,15,85
0,0,75,85,35,30,85,95,50
94,95,0,0,90,85,0,0,90
0,0,85,85,15,15,60,85,40
0,0,100,80,0,0,100,85,0
100,100,15,0,100,100,0,0,50
0,0,70,100,0,15,0,85,70
85,90,0,14,100,96,0,4,90
70,70,60,40,70,70,0,0,85
70,75,15,20,85,70,0,5,80
85,90,15,20,75,75,0,10,65
99,100,1,0,88,85,1,5,90
90,85,15,40,75,83,40,65,50
60,70,40,40,60,60,30,30,85
25,40,75,60,25,40,70,70,50
30,NA,85,NA,50,NA,60,NA,NA
15,30,100,70,15,30,85,70,15
10,5,75,70,0,5,90,95,50
50,50,40,15,50,70,30,15,0
0,0,85,100,0,0,100,100,0
70,60,40,30,30,30,15,0,60
60,NA,60,60,60,NA,NA,NA,70
50,40,70,70,85,60,85,70,50
29,30,77,50,1,15,95,60,15
85,100,40,45,100,100,15,0,45
85,75,70,60,85,75,70,60,40
85,90,0,0,60,80,0,50,100
30,30,85,90,30,40,70,60,50
15,15,30,15,30,15,40,15,50
0,0,30,30,0,45,15,50,70
90,85,70,80,95,85,60,65,50
90,85,0,25,90,85,0,0,50
30,50,52,50,40,50,50,50,50
70,70,15,15,60,75,15,10,75
40,65,40,15,70,60,15,30,50
85,100,0,0,60,85,0,0,85
50,40,60,40,50,50,50,50,50
0,0,85,100,15,0,100,100,50
15,50,85,85,15,40,85,70,50
60,70,40,40,60,70,30,30,50
0,0,100,100,0,0,100,100,60
90,90,5,25,80,80,10,10,35
15,NA,90,NA,15,NA,85,NA,NA
85,85,30,15,85,85,40,50,100
50,50,50,50,50,50,50,50,50
5,5,95,80,0,25,100,95,35
70,90,0,0,60,75,0,0,90
60,35,85,85,40,40,50,80,5
0,0,100,100,0,0,85,85,15
15,40,70,85,50,50,60,50,0
70,70,30,30,60,60,15,50,40
50,50,50,50,60,50,50,50,50
0,0,85,90,0,1,85,90,50
60,60,50,15,60,70,0,0,50
100,NA,0,NA,50,NA,50,NA,NA
95,95,0,5,98,95,0,0,75
85,85,55,52,70,70,30,25,50
30,35,85,80,15,10,85,80,50
0,0,70,80,0,0,70,90,30
0,0,70,70,15,0,70,60,50
100,100,0,0,100,99,0,10,50
75,75,30,15,55,55,45,40,75
0,0,70,60,0,15,85,70,50
95,99,1,0,95,98,1,0,75
30,70,70,70,30,50,50,50,90
10,15,80,75,30,10,90,85,50
0,0,100,100,0,0,100,100,100
48,60,85,100,40,50,85,85,50
70,60,60,50,50,60,50,60,50
70,70,30,40,60,70,60,70,70
30,40,40,30,15,15,50,50,50
70,70,0,0,85,90,0,0,40
85,90,30,15,85,90,30,0,75
60,50,75,55,70,60,50,55,100
90,90,45,15,75,75,25,5,85
100,NA,0,NA,70,NA,30,NA,NA
85,85,0,0,60,60,0,0,50
70,45,80,60,75,55,75,60,70
15,30,70,70,40,40,85,85,50
30,30,60,70,40,40,60,50,0
0,15,60,70,60,65,70,85,40
0,0,90,90,0,0,85,90,50
0,0,85,50,15,15,85,49,40
100,100,0,0,90,85,0,0,100
0,15,85,85,0,15,90,80,50
0,0,70,85,50,15,70,85,100
40,40,70,70,0,0,85,70,0
100,100,50,0,85,85,50,0,50
55,52,55,51,50,50,50,40,50
0,0,100,0,0,0,100,70,0
85,NA,59,NA,80,NA,50,NA,NA
96,95,30,20,90,90,2,2,100
80,80,35,60,60,75,25,40,70
99,90,2,2,80,75,3,3,99
0,0,70,70,30,0,70,50,50
90,90,0,15,82,100,15,40,95
100,85,0,35,50,45,50,50,100
85,80,50,50,70,65,50,50,70
70,70,15,30,60,70,30,40,50
0,0,85,90,0,30,85,95,50
85,70,30,40,60,70,30,40,50
60,60,70,60,15,15,100,85,0
40,55,70,70,40,40,70,50,75
85,NA,30,NA,0,NA,0,NA,NA
60,30,40,40,60,60,50,50,0
87,85,10,15,70,45,2,0,15
15,NA,100,NA,0,NA,100,NA,NA
0,30,100,100,0,30,100,85,50
100,100,40,55,85,65,15,40,65
33,20,90,70,25,10,90,75,50
0,0,80,90,35,10,90,90,20
50,75,0,20,50,75,30,NA,0
100,100,0,0,85,85,0,0,60
100,100,15,30,100,100,15,30,85
55,60,10,15,5,0,60,60,50
30,60,85,75,15,55,0,0,78
40,40,70,60,40,40,60,50,50
100,100,0,40,100,100,0,0,50
40,50,60,60,0,40,70,100,50
44,66,NA,66,4,85,55,42,0
85,90,40,15,85,85,15,50,50
0,15,85,85,30,15,70,70,70
0,0,85,70,0,0,100,100,50
15,20,85,75,30,15,70,50,50
40,45,60,55,30,50,60,50,75
80,95,40,60,80,95,40,60,45
0,25,60,50,30,45,85,75,60
30,30,70,60,15,30,85,85,85
70,85,40,15,70,85,50,40,85
30,15,70,70,50,60,60,70,50
15,15,50,15,25,15,50,0,0
30,NA,85,NA,0,NA,70,NA,NA
35,10,65,50,60,50,50,30,40
60,70,100,100,60,70,100,85,85
100,98,0,15,90,98,0,5,80
0,NA,100,NA,0,NA,100,NA,NA
0,40,100,100,30,30,100,85,50
30,30,85,85,30,30,85,60,50
80,60,60,40,70,50,40,40,85
45,35,65,65,30,40,50,45,60
15,0,70,70,0,0,80,50,0
70,70,40,40,40,60,40,30,40
30,15,70,100,15,0,80,90,15
65,NA,50,NA,85,NA,42,NA,NA
85,90,60,65,80,85,50,40,50
40,60,60,70,50,70,50,50,70
0,25,100,75,50,40,50,50,0
70,85,15,15,60,70,0,0,70
15,0,100,100,30,15,100,90,70
0,0,60,40,10,10,70,60,50
85,85,0,0,85,80,0,0,50
0,0,100,99,0,0,100,99,0
5,15,85,70,15,30,70,NA,60
100,100,0,0,100,85,0,0,NA
60,60,50,50,60,60,50,50,50
0,0,85,85,0,0,70,85,40
50,65,0,0,0,65,0,15,50
60,85,40,40,50,50,NA,NA,40
0,0,30,50,50,50,50,50,50
60,55,45,40,35,30,50,49,10
5,10,70,70,2,8,70,75,50
32,22,80,75,35,40,60,50,50
85,85,40,50,70,70,15,30,50
85,75,15,10,70,60,0,0,70
40,40,50,50,50,50,50,50,50
60,40,30,30,50,30,50,30,50
40,0,60,70,60,85,40,70,50
30,80,60,50,65,85,40,60,0
50,50,100,100,50,70,100,100,85
85,85,15,30,70,70,30,50,50
0,0,40,15,0,0,50,15,0
70,70,30,15,85,85,15,40,60
50,40,70,70,40,60,70,70,85
70,75,50,50,60,70,40,30,50
70,70,0,15,70,70,0,50,0
85,85,0,50,85,85,0,50,100
0,5,90,90,0,5,90,90,0
100,100,15,0,85,85,0,0,85
40,NA,85,NA,30,NA,77,NA,NA
85,85,0,0,85,85,0,30,70
15,0,80,50,0,0,80,85,45
70,70,0,15,60,60,30,40,50
75,100,0,0,50,85,0,0,85
15,40,90,80,3,30,95,90,2
70,70,70,40,40,40,60,70,60
0,15,100,100,40,40,50,50,50
100,95,15,0,85,70,0,15,95
60,65,60,65,60,70,0,0,50
100,100,15,15,70,70,50,50,70
0,15,60,50,0,0,50,60,0
20,10,70,70,10,5,60,80,30
95,93,15,10,90,95,0,0,90
85,85,30,15,70,70,15,0,85
0,NA,60,NA,0,NA,50,NA,NA
70,NA,30,NA,0,NA,60,NA,NA
0,15,70,70,15,85,60,15,85
70,70,15,28,85,95,30,30,50
0,1,85,100,0,2,85,95,80
75,70,50,49,70,60,5,45,50
85,85,65,40,80,90,55,65,50
0,10,85,90,10,10,90,95,65
0,0,100,100,0,0,100,100,30
99,100,0,0,99,99,30,50,90
50,50,50,50,40,50,50,50,50
30,15,60,40,40,50,70,85,30
100,100,50,50,85,85,50,50,50
50,50,50,30,50,NA,50,NA,NA
0,0,85,85,0,0,100,90,0
0,0,100,98,0,5,100,95,35
95,100,0,0,95,100,0,0,100
10,55,70,85,6,45,60,79,70
55,73,45,30,58,30,40,15,50
0,0,70,70,0,0,85,85,15
100,NA,0,NA,100,NA,50,NA,NA
50,50,60,60,50,50,60,60,50
10,10,75,72,10,10,80,74,30
15,10,90,70,10,0,95,95,15
70,82,40,50,85,82,35,44,60
45,50,51,60,30,40,40,60,60
85,85,50,30,70,70,60,30,50
50,55,50,40,50,50,50,50,50
50,10,65,30,40,0,70,50,10
0,0,50,50,0,0,70,65,5
85,75,15,15,85,80,15,15,0
0,0,80,65,0,0,60,75,70
75,NA,70,NA,60,NA,40,NA,NA
11,16,64,56,7,4,68,59,21
60,80,50,50,50,55,40,40,0
30,20,90,75,0,5,70,60,50
100,100,0,0,85,90,40,40,NA
75,75,60,55,50,60,50,50,50
60,50,65,50,65,60,70,55,75
100,100,0,0,100,100,0,0,50
60,60,40,30,85,70,50,50,60
85,85,30,30,80,70,35,30,60
0,30,85,85,15,30,85,85,50
0,40,100,85,0,15,100,85,50
85,85,0,15,85,85,0,30,60
70,84,30,40,50,75,50,50,20
70,75,15,15,70,90,15,15,65
30,25,60,70,10,15,85,85,40
0,0,85,70,0,0,100,95,15
100,85,30,30,100,85,100,70,100
NA,NA,NA,NA,40,NA,70,NA,50
99,100,2,10,95,90,5,15,94
70,70,0,40,85,100,15,0,70
85,85,60,60,30,40,40,40,40
85,90,0,10,60,85,0,0,90
70,75,40,25,65,60,20,20,50
10,30,55,50,10,30,55,50,50
100,100,40,40,100,85,50,30,50
95,85,30,15,80,70,15,30,50
80,80,30,30,70,75,40,50,60
90,NA,60,NA,88,NA,40,NA,NA
50,0,100,100,0,50,85,70,50
75,NA,55,NA,60,NA,50,NA,NA
87,90,35,25,75,80,20,15,55
5,0,95,100,5,0,95,95,100
50,70,85,85,50,70,40,40,50
30,50,85,85,0,0,100,100,0
85,85,60,65,65,60,40,40,90
30,15,55,75,10,40,50,25,40
60,80,40,40,50,55,30,40,90
15,10,85,90,51,40,85,90,60
0,0,79,50,0,0,50,0,0
60,65,40,35,50,45,40,25,50
85,70,15,0,90,80,0,0,50
100,85,15,15,100,85,30,0,85
70,85,40,60,60,70,50,60,70
90,95,15,15,90,95,0,5,50
50,50,70,60,30,40,50,50,0
100,100,15,0,85,85,60,60,50
60,60,40,50,50,50,NA,NA,40
85,85,50,50,85,60,70,50,60
0,0,85,85,0,0,85,90,75
85,95,15,5,85,90,15,15,40
65,40,65,40,40,30,70,60,50
85,85,40,30,70,85,30,40,50
30,30,85,85,30,50,85,100,50
15,30,85,85,15,30,85,85,0
15,15,85,85,30,30,85,85,50
0,0,90,90,0,0,85,60,0
10,15,85,85,10,10,85,90,20
15,15,70,85,30,25,70,60,50
85,85,35,45,75,75,30,15,75
30,15,80,75,15,15,70,70,40
60,60,37,37,52,40,22,18,20
60,60,15,0,60,40,0,0,85
60,60,15,15,40,40,0,0,50
60,60,40,50,50,50,50,50,50
0,0,85,100,40,40,85,100,50
85,90,30,15,85,80,30,30,65
0,0,85,70,0,0,100,95,0
100,100,0,0,100,100,0,0,85
70,60,15,30,50,60,0,30,60
75,65,60,20,65,55,30,0,65
85,85,30,15,85,85,15,5,70
0,15,85,85,0,15,100,85,40
0,0,70,60,0,0,85,85,40
0,30,85,70,0,15,70,70,70
80,80,5,10,60,70,0,5,70
0,0,60,50,30,30,60,30,50
70,75,30,40,65,70,15,15,85
70,60,15,15,85,70,0,30,50
95,100,15,30,90,100,0,0,100
50,70,50,70,60,70,50,70,85
0,0,85,85,0,0,85,70,0
0,0,90,85,5,0,90,100,15
15,40,85,65,30,50,70,65,50
70,60,69,60,40,40,50,50,52
65,75,25,15,50,70,12,35,50
70,60,30,15,50,40,50,0,60
30,NA,85,NA,15,NA,60,NA,NA
40,15,100,85,15,0,85,70,50
85,85,50,60,85,85,50,60,85
70,100,60,75,60,100,70,100,50
85,85,30,40,70,85,30,40,60
0,0,85,60,0,0,85,70,0
0,0,80,80,5,0,90,100,15
50,0,50,70,50,0,50,50,50
70,75,40,40,80,75,30,50,50
0,0,40,50,0,0,60,60,50
85,85,30,0,85,85,0,0,50
60,NA,65,NA,40,NA,60,NA,NA
70,67,15,30,50,66,30,33,88
15,50,70,85,50,30,85,85,0
0,0,85,85,0,0,85,85,60
85,85,50,30,85,85,40,15,30
85,100,60,40,85,100,60,40,100
0,0,70,85,0,0,70,85,0
70,80,30,35,70,60,10,0,40
30,30,0,0,0,0,0,0,0
30,15,40,15,15,0,30,0,50
50,40,30,30,50,40,15,50,50
85,85,15,15,100,85,0,15,85
70,85,15,15,60,70,0,30,40
0,0,70,85,0,0,90,90,30
70,60,70,70,85,60,40,60,85
0,0,70,60,0,0,85,50,50
0,0,70,100,0,0,60,50,50
40,35,90,90,55,45,75,70,50
20,20,65,60,0,10,90,90,50
85,NA,15,NA,85,NA,15,NA,NA
46,39,70,52,52,52,65,65,78
0,0,60,70,15,15,90,100,50
60,60,0,1,55,70,0,1,55
85,85,15,15,85,85,15,0,85
15,15,85,70,0,0,85,60,60
80,50,20,50,50,50,50,50,50
45,35,75,85,30,55,90,90,50
40,65,40,35,40,60,50,50,50
100,100,0,0,85,85,0,0,50
0,0,100,100,0,0,100,100,0
100,NA,0,NA,85,NA,0,NA,NA
100,100,0,0,100,100,0,0,100
0,0,100,85,0,0,100,75,15
30,40,70,70,15,15,70,60,50
15,0,60,60,0,0,70,70,0
15,40,70,60,0,30,60,70,70
70,70,30,15,60,60,20,0,60
35,40,15,15,75,85,15,15,60
85,85,85,70,50,NA,60,NA,100
0,0,100,85,0,0,100,85,0
55,60,85,70,30,0,85,70,50
70,85,30,30,50,60,30,20,70
100,100,30,15,100,100,30,0,100
98,99,25,15,97,95,20,17,50
15,15,85,85,0,15,85,85,30
0,0,100,100,0,0,100,100,0
15,30,85,50,0,15,70,40,50
0,0,95,75,0,0,100,95,0
70,65,40,40,40,55,50,55,50
30,15,70,70,15,15,85,85,0
85,90,0,0,85,90,0,0,100
0,NA,100,NA,0,NA,100,NA,NA
34,15,60,40,1,0,70,70,100
85,90,40,30,70,70,20,30,60
100,100,0,50,80,15,0,50,85
0,0,0,100,0,0,100,100,0
30,60,50,15,30,50,50,15,50
0,0,100,100,0,0,100,100,50
0,0,80,80,0,0,80,90,40
50,60,0,0,50,60,0,0,50
85,85,30,15,85,80,30,30,100
0,15,70,70,15,50,70,50,70
0,50,0,50,0,50,0,50,50
20,40,70,100,20,40,60,60,40
30,30,60,60,30,40,70,70,50
